1	2	PROMOTES	5.687672974572264e-09
1	3	PROMOTES	2.295208359173431e-07
2	1	PROMOTES	7.812422906125802e-09
2	3	PROMOTES	3.3892325351164095e-07
3	1	PROMOTES	6.529087196819699e-09
